,MLP,SVM,KNN,DT,RF
0,0.8769230769230769,0.8769230769230769,0.8461538461538461,0.9076923076923077,0.9538461538461539
1,0.9538461538461539,0.9538461538461539,0.8307692307692308,0.9384615384615385,0.9230769230769231
2,0.8923076923076924,0.8769230769230769,0.8615384615384616,0.9230769230769231,0.9384615384615385
3,0.9384615384615385,0.9230769230769231,0.8615384615384616,0.9384615384615385,0.9384615384615385
4,0.8769230769230769,0.9230769230769231,0.8153846153846154,0.8923076923076924,0.8923076923076924
5,0.8923076923076924,0.8769230769230769,0.7846153846153846,0.8307692307692308,0.8769230769230769
6,0.8769230769230769,0.8769230769230769,0.8461538461538461,0.8923076923076924,0.9230769230769231
7,0.9076923076923077,0.8923076923076924,0.8307692307692308,0.9230769230769231,0.9538461538461539
8,0.9230769230769231,0.9076923076923077,0.8153846153846154,0.9384615384615385,0.9538461538461539
9,0.921875,0.921875,0.890625,0.921875,0.953125
