,MLP,SVM,KNN,DT,RF
0,8.956074243589287,5.785633088108444,13.123076923076923,9.938461538461539,5.077978632478632
1,11.577328710638929,6.292830601960738,11.738461538461538,8.015384615384615,6.199209401709401
2,16.114436079067783,8.160289986795688,12.215384615384615,18.323076923076922,8.923252136752138
3,9.697382132599296,5.773447790074155,19.138461538461538,15.184615384615384,7.203675213675213
4,13.456473050496609,6.138145754310216,12.569230769230769,13.953846153846154,6.5351452991453
5,17.21902221253984,16.053182528798537,19.092307692307692,16.861538461538462,12.86647989568508
6,14.08490674163605,7.842608905175035,17.153846153846153,15.246153846153845,5.278178726221407
7,14.393651633875711,12.526302979959423,16.815384615384616,21.588461538461537,12.754196581196581
8,9.987658312400397,5.66356301303051,8.923076923076923,18.092307692307692,6.362694814452713
9,16.414515058416224,7.982418230712003,20.71875,14.412309088287929,8.405768229166666
