,MLP,SVM,KNN,DT,RF
0,46.1087603579615,13.163258871606814,31.53846153846154,40.11151833869777,17.240923076923075
1,56.03467420438633,17.60244770659518,42.84615384615385,64.35384615384615,18.58868376068376
2,37.69143203890444,16.356162300648112,25.70769230769231,55.12307692307692,17.62802811330084
3,30.06959408517655,11.69592305881001,23.076923076923077,38.276923076923076,16.216957264957266
4,53.34759944675084,33.263973018011406,43.215384615384615,54.784615384615385,32.15277670958191
5,57.053461582176716,33.40838711697446,55.261538461538464,43.61923076923077,34.51394591078425
6,55.614568220933556,27.35824826178133,46.784615384615385,48.8,25.87063247863248
7,52.93793558224388,19.41423141510057,32.246153846153845,27.384615384615383,19.458273504273507
8,52.42278964599452,20.657755956694803,33.01538461538462,40.63076923076923,20.034846153846157
9,52.99052444037385,28.007477653712073,39.390625,40.1875,24.71533533950617
