,MLP,SVM,KNN,DT,RF
0,34.24491331696955,13.153120208065397,31.307692307692307,47.33846153846154,17.49827291881913
1,51.72993543757662,17.547352457990083,43.09230769230769,38.707692307692305,18.89655897910731
2,34.18218992635227,16.33618922480127,26.153846153846153,36.8906002712837,17.478124965274866
3,28.51957437913595,12.376426712300965,21.384615384615383,22.476923076923075,12.549344591642926
4,48.620859529593226,33.07515241436963,41.01538461538462,36.784615384615385,30.273605644135607
5,47.8817699772595,33.48822900449891,44.753846153846155,59.69230769230769,33.620509882745125
6,62.07343814338209,27.880742068093603,49.43076923076923,66.58461538461539,25.13151863722697
7,53.77855312631828,18.34535230891875,25.16923076923077,21.984615384615385,17.9854741667406
8,54.931524712687754,22.990852997189414,33.09230769230769,45.96389324960753,20.47316429249763
9,66.06930475474547,27.86157026694322,36.90625,38.6875,24.034086568476397
