,MLP,SVM,KNN,DT,RF
0,30.07698047384817,13.13802790987991,31.06153846153846,55.04615384615385,18.46668376068376
1,56.332511993669414,17.53826067365561,42.84615384615385,46.49230769230769,18.97155385593553
2,35.622883503744276,16.26265741502347,25.6,33.88461538461539,19.12888888888889
3,31.191052776695557,12.238758175323023,23.907692307692308,36.323076923076925,13.45575641025641
4,46.632772237140806,32.82041118365396,42.47692307692308,36.52307692307692,31.19593990816262
5,47.05666224267706,33.74458330032263,47.2,53.676923076923075,33.2671955130897
6,60.618013381544436,28.52373120198684,49.61538461538461,45.792307692307695,24.59782905982906
7,49.860262831869726,18.661015976316502,27.76923076923077,37.47692307692308,17.748914529914526
8,52.48797813502117,21.545458465752297,33.07692307692308,34.618205792175544,20.79095585944919
9,63.12079176009787,28.064603386839476,37.40625,35.421875,23.730565704103014
