,MLP,SVM,KNN,DT,RF
0,38.223687566831494,13.711424470042875,31.307692307692307,48.98461538461538,17.285833333333333
1,56.295437253925456,17.61943917266721,43.03076923076923,31.29230769230769,19.24520084743299
2,33.222992261916,16.317938832202177,24.907692307692308,52.53846153846154,17.61418365516514
3,25.907115669162728,12.47235919168358,21.923076923076923,33.33846153846154,12.692848730358898
4,47.80408101268192,32.81720297617522,41.246153846153845,50.46153846153846,31.407479382480588
5,57.15191753022786,32.301729305440475,48.353846153846156,65.50769230769231,33.752495726495724
6,59.2387206210761,27.547512324101284,47.52307692307692,53.01538461538462,24.790277777777778
7,51.25663821981782,19.166482714065914,24.984615384615385,32.86153846153846,18.986202754036086
8,50.40929033215459,22.13391294524066,36.215384615384615,31.046153846153846,20.33984409141883
9,57.102200482897075,27.815864767909034,36.28125,51.734375,23.58240937132517
